cve_uaslp,creditos,cve_materia,materia,calificacion,fecha_cal,tipo_examen,semestre
0170146,0,0000,GEOMETRIA Y TRIGONOMETRIA,ET,2011-12-06,EO,2011-2012/I
0170146,8,0051,CALCULO A,SA,2011-12-06,EO,2011-2012/I
0170146,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,SA,2011-12-06,EO,2011-2012/I
0170146,1,1104,HUMANIDADES C,SA,2011-12-06,EO,2011-2012/I
0170146,0,1105,ESCRITURA Y REDACCION,AC,2011-12-06,EO,2011-2012/I
0170146,0,1901,INGLES BASICO I,SA,2011-12-06,EO,2011-2012/I
0170146,10,6021,QUIMICA DE MATERIALES,ET,2011-12-06,EO,2011-2012/I
0170146,10,6032,OBTENCION DE MATERIALES,SA,2011-12-06,EO,2011-2012/I
0170146,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2012-01-09,ET,2011-2012/I
0170146,10,6021,QUIMICA DE MATERIALES,NP,2012-01-09,ET,2011-2012/I
0170654,0,0000,GEOMETRIA Y TRIGONOMETRIA,ET,2010-12-10,EO,2010-2011/I
0170654,8,0041,ALGEBRA A,60,2010-12-10,EO,2010-2011/I
0170654,8,0071,QUIMICA A,58,2010-12-10,EO,2010-2011/I
0170654,5,1100,TECNICAS DEL APRENDIZAJE,75,2010-12-10,EO,2010-2011/I
0170654,3,1102,HUMANIDADES B,85,2010-12-10,EO,2010-2011/I
0170654,10,6010,ORIGEN DE LOS MATERIALES,90,2010-12-10,EO,2010-2011/I
0170654,10,6012,INTRODUCCION A LOS MATERIALES,90,2010-12-10,EO,2010-2011/I
0170654,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0170654,8,0071,QUIMICA A,60,2010-12-15,EE,2010-2011/I
0170654,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2011-01-04,ET,2010-2011/I
0170654,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2011-06-01,EO,2010-2011/II
0170654,8,0042,ALGEBRA B,26,2011-06-01,EO,2010-2011/II
0170654,8,0051,CALCULO A,ET,2011-06-01,EO,2010-2011/II
0170654,8,0061,FISICA A,37,2011-06-01,EO,2010-2011/II
0170654,0,1105,ESCRITURA Y REDACCION,AC,2011-06-01,EO,2010-2011/II
0170654,10,6021,QUIMICA DE MATERIALES,40,2011-06-01,EO,2010-2011/II
0170654,6,6023,DINAMISMO I,85,2011-06-01,EO,2010-2011/II
0170654,10,6025,MINERALOGIA,65,2011-06-01,EO,2010-2011/II
0170654,8,0042,ALGEBRA B,20,2011-06-14,ET,2010-2011/II
0170654,10,6021,QUIMICA DE MATERIALES,60,2011-06-20,ET,2010-2011/II
0170654,8,0051,CALCULO A,60,2011-07-08,IO,2010-2011/II
0170654,8,0052,CALCULO B,ET,2011-12-06,EO,2011-2012/I
0170654,8,0061,FISICA A,49,2011-12-06,EO,2011-2012/I
0170654,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,60,2011-12-06,EO,2011-2012/I
0170654,0,1901,INGLES BASICO I,AC,2011-12-06,EO,2011-2012/I
0170654,10,6031,ANALISIS DE MATERIALES,35,2011-12-06,EO,2011-2012/I
0170654,10,6032,OBTENCION DE MATERIALES,EE,2011-12-06,EO,2011-2012/I
0170654,6,6033,DINAMISMO II,85,2011-12-06,EO,2011-2012/I
0170654,10,6032,OBTENCION DE MATERIALES,50,2011-12-09,EE,2011-2012/I
0170654,8,0052,CALCULO B,NP,2012-01-09,ET,2011-2012/I
0170654,10,6031,ANALISIS DE MATERIALES,NP,2012-01-09,ET,2011-2012/I
0170654,10,6032,OBTENCION DE MATERIALES,50,2012-01-10,ET,2011-2012/I
0170654,8,0061,FISICA A,60,2012-01-11,ET,2011-2012/I
0170654,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2012-05-29,EO,2011-2012/II
0170654,8,0042,ALGEBRA B,51,2012-05-29,EO,2011-2012/II
0170654,6,0063,FISICA C,ER,2012-05-29,EO,2011-2012/II
0170654,1,1001,SEMINARIO INTEGRADOR I,100,2012-05-29,EO,2011-2012/II
0170654,0,1902,INGLES BASICO II,AC,2012-05-29,EO,2011-2012/II
0170654,10,6031,ANALISIS DE MATERIALES,50,2012-05-29,EO,2011-2012/II
0170654,10,6032,OBTENCION DE MATERIALES,65,2012-05-29,EO,2011-2012/II
0170654,8,0042,ALGEBRA B,20,2012-06-01,EE,2011-2012/II
0170654,10,6031,ANALISIS DE MATERIALES,60,2012-06-01,EE,2011-2012/II
0170654,8,0042,ALGEBRA B,23,2012-06-05,ET,2011-2012/II
0170654,8,0052,CALCULO B,55,2012-07-04,IO,2011-2012/II
0170654,8,0052,CALCULO B,60,2012-07-06,IE,2011-2012/II
0170654,8,0042,ALGEBRA B,60,2012-10-02,ER,2012-2013/I
0170654,8,0055,CALCULO E,70,2012-11-30,EO,2012-2013/I
0170654,6,0063,FISICA C,65,2012-11-30,EO,2012-2013/I
0170654,8,6041,MECANICA DE FLUIDOS,65,2012-11-30,EO,2012-2013/I
0170654,12,6043,MATERIALES DE INGENIERIA I,45,2012-11-30,EO,2012-2013/I
0170654,10,6045,PRINCIPIOS DE ECONOMIA,80,2012-11-30,EO,2012-2013/I
0170654,6,6055,ECOLOGIA I,SA,2012-11-30,EO,2012-2013/I
0170654,12,6043,MATERIALES DE INGENIERIA I,NP,2012-12-17,ET,2012-2013/I
0170654,1,1002,SEMINARIO INTEGRADOR II,100,2013-05-29,EO,2012-2013/II
0170654,3,1134,COMPUTACION,65,2013-05-29,EO,2012-2013/II
0170654,0,1903,INGLES INTERMEDIO I,AC,2013-05-29,EO,2012-2013/II
0170654,12,6043,MATERIALES DE INGENIERIA I,60,2013-05-29,EO,2012-2013/II
0170654,12,6052,BENEFICIO DE MATERIALES I,80,2013-05-29,EO,2012-2013/II
0170654,10,6056,FISICOQUIMICA,65,2013-05-29,EO,2012-2013/II
0170654,6,1130,METODOS NUMERICOS,70,2013-07-02,IO,2012-2013/II
0170654,1,1104,HUMANIDADES C,90,2013-11-27,EO,2013-2014/I
0170654,0,1904,INGLES INTERMEDIO II,AC,2013-11-27,EO,2013-2014/I
0170654,6,6040,INGENIERIA ELECTRICA,65,2013-11-27,EO,2013-2014/I
0170654,8,6053,MATERIALES DE INGENIERIA II,28,2013-11-27,EO,2013-2014/I
0170654,10,6060,MATEMATICAS APLICADAS,60,2013-11-27,EO,2013-2014/I
0170654,12,6063,BENEFICIO DE MATERIALES II,80,2013-11-27,EO,2013-2014/I
0170654,10,6065,TERMODINAMICA DE MATERIALES,45,2013-11-27,EO,2013-2014/I
0170654,10,6065,TERMODINAMICA DE MATERIALES,20,2013-12-11,ET,2013-2014/I
0170654,8,6053,MATERIALES DE INGENIERIA II,NP,2013-12-13,ET,2013-2014/I
0170654,1,1003,SEMINARIO INTEGRADOR III,80,2014-05-22,EO,2013-2014/II
0170654,0,1905,INGLES AVANZADO,SA,2014-05-22,EO,2013-2014/II
0170654,8,6053,MATERIALES DE INGENIERIA II,60,2014-05-22,EO,2013-2014/II
0170654,5,6054,INSTRUMENTACION,80,2014-05-22,EO,2013-2014/II
0170654,6,6055,ECOLOGIA I,42,2014-05-22,EO,2013-2014/II
0170654,10,6065,TERMODINAMICA DE MATERIALES,70,2014-05-22,EO,2013-2014/II
0170654,8,6070,ADMINISTRACION,75,2014-05-22,EO,2013-2014/II
0170654,6,6055,ECOLOGIA I,60,2014-06-12,ET,2013-2014/II
0170654,6,6067,CERAMICOS,60,2014-12-02,EO,2014-2015/I
0170654,12,6072,EXTRACTIVA I,85,2014-12-02,EO,2014-2015/I
0170654,10,6077,FENOMENOS DE TRANSPORTE,EE,2014-12-02,EO,2014-2015/I
0170654,10,6077,FENOMENOS DE TRANSPORTE,60,2014-12-04,EE,2014-2015/I
0170654,15,1906,PRACTICAS PROFESIONALES I,AC,2015-02-11,AP,2014-2015/II
0170654,10,6064,MECANICA DE MATERIALES,ET,2015-05-26,EO,2014-2015/II
0170654,6,6076,POLIMEROS,90,2015-05-26,EO,2014-2015/II
0170654,6,6080,CONTROL DE CALIDAD,85,2015-05-26,EO,2014-2015/II
0170654,12,6082,EXTRACTIVA II,80,2015-05-26,EO,2014-2015/II
0170654,8,6084,FUNDICION,85,2015-05-26,EO,2014-2015/II
0170654,8,6087,CINETICA,75,2015-05-26,EO,2014-2015/II
0170654,10,6064,MECANICA DE MATERIALES,60,2015-06-11,ET,2014-2015/II
0170654,1,1004,SEMINARIO INTEGRADOR IV,100,2015-12-09,EO,2015-2016/I
0170654,10,6074,FORMADO DE MATERIALES,60,2015-12-09,EO,2015-2016/I
0170654,10,6088,TRANSFORMACIONES DE FASES,52,2015-12-09,EO,2015-2016/I
0170654,8,6090,ECOLOGIA II,90,2015-12-09,EO,2015-2016/I
0170654,8,6098,SELECCION Y USO DE MATERIALES,70,2015-12-09,EO,2015-2016/I
0170654,6,6108,PLANTAS DE BENEFICIO,85,2015-12-09,EO,2015-2016/I
0170654,10,6088,TRANSFORMACIONES DE FASES,50,2015-12-11,EE,2015-2016/I
0170654,10,6088,TRANSFORMACIONES DE FASES,NP,2015-12-16,ET,2015-2016/I
0170654,10,6088,TRANSFORMACIONES DE FASES,30,2016-04-05,ER,2015-2016/II
0170654,0,1905,INGLES AVANZADO,AC,2016-05-27,EO,2015-2016/II
0170654,6,6093,SIDERURGIA,90,2016-05-27,EO,2015-2016/II
0170654,6,6094,METALURGIA NO FERROSA,60,2016-05-27,EO,2015-2016/II
0170654,8,6099,SIMULACION,80,2016-05-27,EO,2015-2016/II
0170654,10,6100,DISEÑO DE PROCESOS,50,2016-05-27,EO,2015-2016/II
0170654,6,6102,HIDRO Y ELECTROMETALURGIA,75,2016-05-27,EO,2015-2016/II
0170654,6,6117,ANALISIS DE FALLAS,70,2016-05-27,EO,2015-2016/II
0170654,6,6203,MANTENIMIENTO ELECTROMECANICO,90,2016-05-27,EO,2015-2016/II
0170654,10,6100,DISEÑO DE PROCESOS,50,2016-05-31,EE,2015-2016/II
0170654,10,6088,TRANSFORMACIONES DE FASES,60,2016-06-07,ER,2015-2016/II
0170654,10,6100,DISEÑO DE PROCESOS,60,2016-06-10,ET,2015-2016/II
0170874,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2010-12-10,EO,2010-2011/I
0170874,8,0071,QUIMICA A,45,2010-12-10,EO,2010-2011/I
0170874,5,1100,TECNICAS DEL APRENDIZAJE,70,2010-12-10,EO,2010-2011/I
0170874,3,1102,HUMANIDADES B,65,2010-12-10,EO,2010-2011/I
0170874,10,6010,ORIGEN DE LOS MATERIALES,85,2010-12-10,EO,2010-2011/I
0170874,10,6012,INTRODUCCION A LOS MATERIALES,43,2010-12-10,EO,2010-2011/I
0170874,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0170874,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2010-12-15,EE,2010-2011/I
0170874,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2011-01-04,ET,2010-2011/I
0170874,8,0041,ALGEBRA A,NP,2011-01-04,ET,2010-2011/I
0170874,8,0071,QUIMICA A,30,2011-01-07,ET,2010-2011/I
0170874,10,6012,INTRODUCCION A LOS MATERIALES,NP,2011-01-12,ET,2010-2011/I
0170874,8,0041,ALGEBRA A,85,2011-06-01,EO,2010-2011/II
0170874,8,0051,CALCULO A,SA,2011-06-01,EO,2010-2011/II
0170874,8,0061,FISICA A,60,2011-06-01,EO,2010-2011/II
0170874,8,0071,QUIMICA A,ET,2011-06-01,EO,2010-2011/II
0170874,0,1105,ESCRITURA Y REDACCION,NA,2011-06-01,EO,2010-2011/II
0170874,10,6025,MINERALOGIA,SA,2011-06-01,EO,2010-2011/II
0170901,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2010-12-10,EO,2010-2011/I
0170901,8,0041,ALGEBRA A,65,2010-12-10,EO,2010-2011/I
0170901,8,0071,QUIMICA A,58,2010-12-10,EO,2010-2011/I
0170901,5,1100,TECNICAS DEL APRENDIZAJE,85,2010-12-10,EO,2010-2011/I
0170901,3,1102,HUMANIDADES B,75,2010-12-10,EO,2010-2011/I
0170901,10,6010,ORIGEN DE LOS MATERIALES,100,2010-12-10,EO,2010-2011/I
0170901,10,6012,INTRODUCCION A LOS MATERIALES,48,2010-12-10,EO,2010-2011/I
0170901,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0170901,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2010-12-15,EE,2010-2011/I
0170901,8,0071,QUIMICA A,60,2010-12-15,EE,2010-2011/I
0170901,10,6012,INTRODUCCION A LOS MATERIALES,60,2011-01-12,ET,2010-2011/I
0170901,0,1901,INGLES BASICO I,AC,2011-05-21,EA,2010-2011/II
0170901,8,0042,ALGEBRA B,37,2011-06-01,EO,2010-2011/II
0170901,8,0051,CALCULO A,30,2011-06-01,EO,2010-2011/II
0170901,8,0061,FISICA A,70,2011-06-01,EO,2010-2011/II
0170901,0,1105,ESCRITURA Y REDACCION,AC,2011-06-01,EO,2010-2011/II
0170901,10,6021,QUIMICA DE MATERIALES,40,2011-06-01,EO,2010-2011/II
0170901,6,6023,DINAMISMO I,85,2011-06-01,EO,2010-2011/II
0170901,10,6025,MINERALOGIA,70,2011-06-01,EO,2010-2011/II
0170901,8,0042,ALGEBRA B,NP,2011-06-15,ET,2010-2011/II
0170901,8,0051,CALCULO A,25,2011-06-15,ET,2010-2011/II
0170901,10,6021,QUIMICA DE MATERIALES,70,2011-06-20,ET,2010-2011/II
0170901,8,0042,ALGEBRA B,60,2011-12-06,EO,2011-2012/I
0170901,8,0051,CALCULO A,60,2011-12-06,EO,2011-2012/I
0170901,6,0063,FISICA C,40,2011-12-06,EO,2011-2012/I
0170901,1,1001,SEMINARIO INTEGRADOR I,90,2011-12-06,EO,2011-2012/I
0170901,1,1104,HUMANIDADES C,90,2011-12-06,EO,2011-2012/I
0170901,10,6031,ANALISIS DE MATERIALES,65,2011-12-06,EO,2011-2012/I
0170901,10,6032,OBTENCION DE MATERIALES,65,2011-12-06,EO,2011-2012/I
0170901,6,6033,DINAMISMO II,57,2011-12-06,EO,2011-2012/I
0170901,6,6033,DINAMISMO II,30,2011-12-09,EE,2011-2012/I
0170901,6,0063,FISICA C,30,2012-01-10,ET,2011-2012/I
0170901,6,6033,DINAMISMO II,NP,2012-01-10,ET,2011-2012/I
0170901,8,0052,CALCULO B,65,2012-05-29,EO,2011-2012/II
0170901,6,0063,FISICA C,50,2012-05-29,EO,2011-2012/II
0170901,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,75,2012-05-29,EO,2011-2012/II
0170901,3,1134,COMPUTACION,80,2012-05-29,EO,2011-2012/II
0170901,0,1902,INGLES BASICO II,AC,2012-05-29,EO,2011-2012/II
0170901,12,6043,MATERIALES DE INGENIERIA I,46,2012-05-29,EO,2011-2012/II
0170901,10,6045,PRINCIPIOS DE ECONOMIA,90,2012-05-29,EO,2011-2012/II
0170901,6,0063,FISICA C,50,2012-06-01,EE,2011-2012/II
0170901,6,0063,FISICA C,75,2012-06-06,ET,2011-2012/II
0170901,12,6043,MATERIALES DE INGENIERIA I,25,2012-06-12,ET,2011-2012/II
0170901,8,0055,CALCULO E,80,2012-11-30,EO,2012-2013/I
0170901,1,1002,SEMINARIO INTEGRADOR II,90,2012-11-30,EO,2012-2013/I
0170901,6,1130,METODOS NUMERICOS,57,2012-11-30,EO,2012-2013/I
0170901,0,1903,INGLES INTERMEDIO I,SA,2012-11-30,EO,2012-2013/I
0170901,6,6040,INGENIERIA ELECTRICA,60,2012-11-30,EO,2012-2013/I
0170901,8,6041,MECANICA DE FLUIDOS,60,2012-11-30,EO,2012-2013/I
0170901,12,6043,MATERIALES DE INGENIERIA I,65,2012-11-30,EO,2012-2013/I
0170901,6,6055,ECOLOGIA I,85,2012-11-30,EO,2012-2013/I
0170901,6,1130,METODOS NUMERICOS,70,2012-12-04,EE,2012-2013/I
0170901,0,1903,INGLES INTERMEDIO I,EE,2013-05-29,EO,2012-2013/II
0170901,12,6052,BENEFICIO DE MATERIALES I,90,2013-05-29,EO,2012-2013/II
0170901,8,6053,MATERIALES DE INGENIERIA II,52,2013-05-29,EO,2012-2013/II
0170901,5,6054,INSTRUMENTACION,80,2013-05-29,EO,2012-2013/II
0170901,10,6056,FISICOQUIMICA,50,2013-05-29,EO,2012-2013/II
0170901,10,6060,MATEMATICAS APLICADAS,60,2013-05-29,EO,2012-2013/II
0170901,0,1903,INGLES INTERMEDIO I,NA,2013-05-31,EE,2012-2013/II
0170901,8,6053,MATERIALES DE INGENIERIA II,40,2013-05-31,EE,2012-2013/II
0170901,10,6056,FISICOQUIMICA,30,2013-05-31,EE,2012-2013/II
0170901,10,6056,FISICOQUIMICA,30,2013-06-11,ET,2012-2013/II
0170901,8,6053,MATERIALES DE INGENIERIA II,45,2013-06-12,ET,2012-2013/II
0170901,0,1903,INGLES INTERMEDIO I,NP,2013-06-13,ET,2012-2013/II
0170901,6,6033,DINAMISMO II,95,2013-11-27,EO,2013-2014/I
0170901,8,6053,MATERIALES DE INGENIERIA II,65,2013-11-27,EO,2013-2014/I
0170901,10,6056,FISICOQUIMICA,70,2013-11-27,EO,2013-2014/I
0170901,12,6063,BENEFICIO DE MATERIALES II,80,2013-11-27,EO,2013-2014/I
0170901,8,6070,ADMINISTRACION,80,2013-11-27,EO,2013-2014/I
0170901,1,1003,SEMINARIO INTEGRADOR III,85,2014-05-22,EO,2013-2014/II
0170901,10,6064,MECANICA DE MATERIALES,50,2014-05-22,EO,2013-2014/II
0170901,10,6065,TERMODINAMICA DE MATERIALES,39,2014-05-22,EO,2013-2014/II
0170901,6,6067,CERAMICOS,70,2014-05-22,EO,2013-2014/II
0170901,10,6064,MECANICA DE MATERIALES,60,2014-05-26,EE,2013-2014/II
0170901,10,6065,TERMODINAMICA DE MATERIALES,32,2014-06-10,ET,2013-2014/II
0170901,0,1903,INGLES INTERMEDIO I,AC,2014-07-15,EA,2013-2014/II
0170901,0,1904,INGLES INTERMEDIO II,AC,2014-12-02,EO,2014-2015/I
0170901,10,6065,TERMODINAMICA DE MATERIALES,44,2014-12-02,EO,2014-2015/I
0170901,6,6076,POLIMEROS,65,2014-12-02,EO,2014-2015/I
0170901,6,6080,CONTROL DE CALIDAD,85,2014-12-02,EO,2014-2015/I
0170901,10,6065,TERMODINAMICA DE MATERIALES,65,2014-12-10,ET,2014-2015/I
0170901,0,1905,INGLES AVANZADO,SA,2015-05-26,EO,2014-2015/II
0170901,12,6072,EXTRACTIVA I,50,2015-05-26,EO,2014-2015/II
0170901,10,6074,FORMADO DE MATERIALES,55,2015-05-26,EO,2014-2015/II
0170901,10,6077,FENOMENOS DE TRANSPORTE,ET,2015-05-26,EO,2014-2015/II
0170901,12,6072,EXTRACTIVA I,25,2015-05-28,EE,2014-2015/II
0170901,10,6074,FORMADO DE MATERIALES,60,2015-05-28,EE,2014-2015/II
0170901,10,6077,FENOMENOS DE TRANSPORTE,NP,2015-06-09,ET,2014-2015/II
0170901,12,6072,EXTRACTIVA I,20,2015-06-12,ET,2014-2015/II
0170901,12,6072,EXTRACTIVA I,45,2015-12-09,EO,2015-2016/I
0170901,10,6077,FENOMENOS DE TRANSPORTE,ET,2015-12-09,EO,2015-2016/I
0170901,10,6077,FENOMENOS DE TRANSPORTE,40,2015-12-16,ET,2015-2016/I
0170901,12,6072,EXTRACTIVA I,25,2016-01-08,ET,2015-2016/I
0170901,10,6077,FENOMENOS DE TRANSPORTE,60,2016-04-05,ER,2015-2016/II
0170901,12,6072,EXTRACTIVA I,35,2016-04-08,ER,2015-2016/II
0170901,1,1004,SEMINARIO INTEGRADOR IV,50,2016-12-07,EO,2016-2017/I
0170901,8,6084,FUNDICION,ER,2016-12-07,EO,2016-2017/I
0170901,8,6087,CINETICA,LR,2016-12-07,EO,2016-2017/I
0170901,10,6088,TRANSFORMACIONES DE FASES,ET,2016-12-07,EO,2016-2017/I
0170901,1,1004,SEMINARIO INTEGRADOR IV,NP,2016-12-09,EE,2016-2017/I
0170901,10,6088,TRANSFORMACIONES DE FASES,NP,2017-01-09,ET,2016-2017/I
0170906,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2010-12-10,EO,2010-2011/I
0170906,8,0041,ALGEBRA A,40,2010-12-10,EO,2010-2011/I
0170906,8,0071,QUIMICA A,65,2010-12-10,EO,2010-2011/I
0170906,5,1100,TECNICAS DEL APRENDIZAJE,80,2010-12-10,EO,2010-2011/I
0170906,3,1102,HUMANIDADES B,65,2010-12-10,EO,2010-2011/I
0170906,10,6010,ORIGEN DE LOS MATERIALES,85,2010-12-10,EO,2010-2011/I
0170906,10,6012,INTRODUCCION A LOS MATERIALES,65,2010-12-10,EO,2010-2011/I
0170906,0,6013,SEMINARIO DE ORIENTACION,AC,2010-12-10,EO,2010-2011/I
0170906,8,0041,ALGEBRA A,30,2011-01-04,ET,2010-2011/I
0170906,0,1901,INGLES BASICO I,AC,2011-05-21,EA,2010-2011/II
0170906,0,1902,INGLES BASICO II,AC,2011-05-21,EA,2010-2011/II
0170906,0,1903,INGLES INTERMEDIO I,AC,2011-05-21,EA,2010-2011/II
0170906,0,1904,INGLES INTERMEDIO II,AC,2011-05-21,EA,2010-2011/II
0170906,8,0041,ALGEBRA A,38,2011-06-01,EO,2010-2011/II
0170906,8,0051,CALCULO A,51,2011-06-01,EO,2010-2011/II
0170906,8,0061,FISICA A,51,2011-06-01,EO,2010-2011/II
0170906,0,1105,ESCRITURA Y REDACCION,AC,2011-06-01,EO,2010-2011/II
0170906,10,6021,QUIMICA DE MATERIALES,38,2011-06-01,EO,2010-2011/II
0170906,6,6023,DINAMISMO I,65,2011-06-01,EO,2010-2011/II
0170906,10,6025,MINERALOGIA,80,2011-06-01,EO,2010-2011/II
0170906,8,0051,CALCULO A,00,2011-06-07,EE,2010-2011/II
0170906,8,0061,FISICA A,10,2011-06-07,EE,2010-2011/II
0170906,8,0041,ALGEBRA A,40,2011-06-14,ET,2010-2011/II
0170906,8,0061,FISICA A,30,2011-06-16,ET,2010-2011/II
0170906,10,6021,QUIMICA DE MATERIALES,NP,2011-06-20,ET,2010-2011/II
0170906,8,0041,ALGEBRA A,15,2011-10-04,ER,2011-2012/I
0170906,8,0051,CALCULO A,41,2011-12-06,EO,2011-2012/I
0170906,8,0061,FISICA A,60,2011-12-06,EO,2011-2012/I
0170906,0,1905,INGLES AVANZADO,AC,2011-12-06,EO,2011-2012/I
0170906,10,6021,QUIMICA DE MATERIALES,60,2011-12-06,EO,2011-2012/I
0170906,10,6032,OBTENCION DE MATERIALES,EE,2011-12-06,EO,2011-2012/I
0170906,6,6033,DINAMISMO II,75,2011-12-06,EO,2011-2012/I
0170906,10,6032,OBTENCION DE MATERIALES,50,2011-12-09,EE,2011-2012/I
0170906,8,0051,CALCULO A,30,2012-01-10,ET,2011-2012/I
0170906,10,6032,OBTENCION DE MATERIALES,NP,2012-01-10,ET,2011-2012/I
0170906,8,0041,ALGEBRA A,60,2012-03-13,ER,2011-2012/II
0170906,8,0051,CALCULO A,05,2012-03-14,ER,2011-2012/II
0170906,6,0063,FISICA C,55,2012-05-29,EO,2011-2012/II
0170906,1,1001,SEMINARIO INTEGRADOR I,100,2012-05-29,EO,2011-2012/II
0170906,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,70,2012-05-29,EO,2011-2012/II
0170906,1,1104,HUMANIDADES C,85,2012-05-29,EO,2011-2012/II
0170906,10,6031,ANALISIS DE MATERIALES,65,2012-05-29,EO,2011-2012/II
0170906,10,6032,OBTENCION DE MATERIALES,43,2012-05-29,EO,2011-2012/II
0170906,6,0063,FISICA C,60,2012-06-01,EE,2011-2012/II
0170906,10,6032,OBTENCION DE MATERIALES,54,2012-06-12,ET,2011-2012/II
0170906,8,0042,ALGEBRA B,50,2012-07-04,IO,2011-2012/II
0170906,8,0042,ALGEBRA B,10,2012-07-06,IE,2011-2012/II
0170906,8,0051,CALCULO A,60,2012-10-03,ER,2012-2013/I
0170906,10,6032,OBTENCION DE MATERIALES,70,2012-10-10,ER,2012-2013/I
0170906,8,0042,ALGEBRA B,43,2012-11-30,EO,2012-2013/I
0170906,6,6040,INGENIERIA ELECTRICA,55,2012-11-30,EO,2012-2013/I
0170906,12,6043,MATERIALES DE INGENIERIA I,36,2012-11-30,EO,2012-2013/I
0170906,6,6055,ECOLOGIA I,ET,2012-11-30,EO,2012-2013/I
0170906,6,6040,INGENIERIA ELECTRICA,70,2012-12-04,EE,2012-2013/I
0170906,12,6043,MATERIALES DE INGENIERIA I,NP,2012-12-17,ET,2012-2013/I
0170906,6,6055,ECOLOGIA I,23,2012-12-18,ET,2012-2013/I
0170906,8,0042,ALGEBRA B,19,2013-01-08,ET,2012-2013/I
0170906,8,0042,ALGEBRA B,60,2013-03-12,ER,2012-2013/II
0170906,8,0052,CALCULO B,25,2013-05-29,EO,2012-2013/II
0170906,12,6043,MATERIALES DE INGENIERIA I,45,2013-05-29,EO,2012-2013/II
0170906,10,6045,PRINCIPIOS DE ECONOMIA,60,2013-05-29,EO,2012-2013/II
0170906,5,6054,INSTRUMENTACION,65,2013-05-29,EO,2012-2013/II
0170906,6,6055,ECOLOGIA I,70,2013-05-29,EO,2012-2013/II
0170906,8,0052,CALCULO B,15,2013-06-04,ET,2012-2013/II
0170906,12,6043,MATERIALES DE INGENIERIA I,60,2013-06-12,ET,2012-2013/II
0170906,8,0052,CALCULO B,65,2013-11-27,EO,2013-2014/I
0170906,1,1002,SEMINARIO INTEGRADOR II,85,2013-11-27,EO,2013-2014/I
0170906,3,1134,COMPUTACION,70,2013-11-27,EO,2013-2014/I
0170906,8,6053,MATERIALES DE INGENIERIA II,30,2013-11-27,EO,2013-2014/I
0170906,8,6053,MATERIALES DE INGENIERIA II,30,2013-12-13,ET,2013-2014/I
0170906,8,0055,CALCULO E,75,2014-05-22,EO,2013-2014/II
0170906,6,1130,METODOS NUMERICOS,65,2014-05-22,EO,2013-2014/II
0170906,8,6041,MECANICA DE FLUIDOS,50,2014-05-22,EO,2013-2014/II
0170906,8,6053,MATERIALES DE INGENIERIA II,53,2014-05-22,EO,2013-2014/II
0170906,8,6041,MECANICA DE FLUIDOS,60,2014-05-26,EE,2013-2014/II
0170906,8,6053,MATERIALES DE INGENIERIA II,60,2014-05-26,EE,2013-2014/II
0170906,12,6052,BENEFICIO DE MATERIALES I,80,2014-12-02,EO,2014-2015/I
0170906,10,6056,FISICOQUIMICA,60,2014-12-02,EO,2014-2015/I
0170906,6,6069,MATEMATICAS APLICADAS,75,2014-12-02,EO,2014-2015/I
0170906,1,1003,SEMINARIO INTEGRADOR III,75,2015-05-26,EO,2014-2015/II
0170906,12,6063,BENEFICIO DE MATERIALES II,70,2015-05-26,EO,2014-2015/II
0170906,10,6064,MECANICA DE MATERIALES,ET,2015-05-26,EO,2014-2015/II
0170906,10,6065,TERMODINAMICA DE MATERIALES,36,2015-05-26,EO,2014-2015/II
0170906,6,6067,CERAMICOS,65,2015-05-26,EO,2014-2015/II
0170906,10,6065,TERMODINAMICA DE MATERIALES,30,2015-06-09,ET,2014-2015/II
0170906,10,6064,MECANICA DE MATERIALES,60,2015-06-11,ET,2014-2015/II
0170906,10,6065,TERMODINAMICA DE MATERIALES,55,2015-12-09,EO,2015-2016/I
0170906,6,6076,POLIMEROS,75,2015-12-09,EO,2015-2016/I
0170906,6,6079,ADMINISTRACION,80,2015-12-09,EO,2015-2016/I
0170906,10,6065,TERMODINAMICA DE MATERIALES,47,2015-12-11,EE,2015-2016/I
0170906,10,6065,TERMODINAMICA DE MATERIALES,60,2015-12-16,ET,2015-2016/I
